MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Half_Bath,Kitchen_AbvGr,Kitchen_Qual,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude,Log_SalePrice
Residential_Low_Density,62,7984,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,200,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,868,868,GasA,Excellent,Y,SBrkr,0,1630,0,0,1,1,Good,Typ,1,Good,BuiltIn,Fin,2,Typical,Typical,Paved,120,48,0,0,0,0,No_Pool,No_Fence,Shed,0,9,2009,WD ,Normal,189500,-93.641772,42.061149,12.15214958053555
Residential_Low_Density,0,7750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,SLvl,Very_Good,Average,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,55,408,GasA,Excellent,Y,SBrkr,0,1419,1,0,1,1,Good,Typ,1,Typical,BuiltIn,Fin,2,Typical,Typical,Paved,120,0,0,0,0,0,No_Pool,No_Fence,Shed,0,3,2009,WD ,Normal,184100,-93.641488,42.061114,12.123239799036943
Residential_Low_Density,61,10125,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Good,Typical,PConc,Good,Typical,Mn,Unf,7,Unf,0,846,846,GasA,Excellent,Y,SBrkr,0,1594,0,0,1,1,Good,Typ,1,Good,Attchd,Fin,2,Typical,Typical,Paved,300,48,0,0,0,0,No_Pool,Minimum_Privacy,Shed,0,7,2009,WD ,Normal,195500,-93.642626,42.061656,12.18332077348399
Residential_Low_Density,0,8965,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,130,782,GasA,Excellent,Y,SBrkr,0,1489,1,0,1,1,Good,Typ,1,Good,Attchd,Fin,2,Typical,Typical,Paved,0,75,0,0,0,0,No_Pool,No_Fence,Shed,0,6,2009,WD ,Normal,192000,-93.640051,42.061365,12.165255859329688
Residential_Low_Density,0,8174,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,204,698,GasA,Excellent,Y,SBrkr,0,1342,1,0,1,1,Good,Typ,1,Typical,Attchd,Fin,2,Typical,Typical,Paved,100,56,0,0,0,0,No_Pool,No_Fence,Shed,0,5,2009,WD ,Normal,178000,-93.640065,42.063283,12.08954444723597
Residential_Low_Density,34,5063,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,Twnhs,One_Story,Good,Average,2007,Gable,CompShg,VinylSd,VinylSd,Stone,166,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,410,1314,GasA,Excellent,Y,SBrkr,0,1314,1,0,0,1,Good,Typ,1,Good,Attchd,RFn,2,Typical,Typical,Paved,172,62,0,0,0,0,No_Pool,No_Fence,Shed,0,4,2009,ConLw,Normal,207500,-93.649649,42.058368,12.242891437918386
Residential_Low_Density,0,8795,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Good,Average,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,652,952,GasA,Excellent,Y,SBrkr,0,2256,0,0,1,1,Good,Typ,1,Typical,BuiltIn,Fin,2,Typical,Typical,Paved,224,54,0,0,0,0,No_Pool,No_Fence,Shed,0,4,2009,WD ,Normal,236000,-93.642813,42.05859,12.371591321286905
Residential_Low_Density,0,12891,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Good,Typical,PConc,Excellent,Typical,No,GLQ,3,Unf,0,219,870,GasA,Excellent,Y,SBrkr,0,2004,1,0,1,1,Good,Typ,1,Good,BuiltIn,Fin,3,Typical,Typical,Paved,0,48,0,0,0,0,No_Pool,No_Fence,Shed,0,7,2009,WD ,Normal,257500,-93.642932,42.059481,12.458778882573533
Residential_Low_Density,0,12224,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,297,992,GasA,Excellent,Y,SBrkr,0,2054,1,0,1,1,Good,Typ,1,Typical,BuiltIn,RFn,2,Typical,Typical,Paved,24,48,0,0,0,0,No_Pool,No_Fence,Shed,0,7,2009,WD ,Normal,244000,-93.641919,42.059068,12.404927602627597
Residential_Low_Density,61,9734,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,OneFam,SLvl,Good,Average,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Good,Typical,PConc,Good,Typical,Mn,GLQ,3,Rec,113,30,384,GasA,Excellent,Y,SBrkr,0,1374,0,0,1,1,Good,Typ,0,No_Fireplace,BuiltIn,Fin,2,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,Shed,0,5,2009,WD ,Normal,167000,-93.644251,42.059605,12.025755079404917
Residential_Low_Density,60,8123,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,OneFam,Two_Story,Above_Average,Average,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,982,982,GasA,Excellent,Y,SBrkr,0,1800,0,0,1,1,Typical,Typ,1,Typical,Attchd,Fin,2,Typical,Typical,Paved,100,63,0,0,0,0,No_Pool,No_Fence,Shed,0,6,2009,WD ,Normal,179000,-93.641377,42.057839,12.095146671399466
Residential_Low_Density,42,8433,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Typical,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,111,794,GasA,Excellent,Y,SBrkr,0,1514,1,0,1,1,Typical,Typ,1,Typical,Attchd,Fin,2,Typical,Typical,Paved,0,72,0,0,0,0,No_Pool,No_Fence,Shed,0,6,2009,WD ,Normal,190000,-93.641313,42.057834,12.154784614286667
Residential_Low_Density,62,7750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,SLvl,Good,Average,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,384,384,GasA,Excellent,Y,SBrkr,0,1430,0,0,1,1,Typical,Typ,1,Typical,BuiltIn,RFn,2,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,Shed,0,3,2009,WD ,Normal,156000,-93.641303,42.057833,11.957617696467539
Residential_Low_Density,0,15896,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,OneFam,Two_Story,Good,Average,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Good,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0,264,1177,GasA,Excellent,Y,SBrkr,0,2312,1,0,1,1,Good,Typ,1,Typical,BuiltIn,Fin,3,Typical,Typical,Paved,298,0,0,0,0,0,No_Pool,No_Fence,Shed,0,5,2009,WD ,Normal,245000,-93.641367,42.057098,12.409017571151187
Residential_Low_Density,0,24682,Pave,No_Alley_Access,Irregular,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,OneFam,Two_Story,Above_Average,Average,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,841,841,GasA,Excellent,Y,SBrkr,0,1675,0,0,1,1,Typical,Typ,1,Typical,BuiltIn,Fin,2,Typical,Typical,Paved,0,103,0,0,0,0,No_Pool,No_Fence,Shed,0,6,2009,WD ,Normal,181000,-93.641397,42.057093,12.10625783509458
Residential_Low_Density,0,8755,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,OneFam,Two_Story,Good,Average,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,298,Good,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0,220,992,GasA,Excellent,Y,SBrkr,0,2060,1,0,1,1,Good,Typ,1,Typical,BuiltIn,RFn,2,Typical,Typical,Paved,0,0,0,168,0,0,No_Pool,Good_Privacy,Shed,0,6,2009,WD ,Normal,214000,-93.641312,42.056955,12.273735966890268
Residential_Low_Density,64,7848,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,SLvl,Good,Above_Average,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Typical,Typical,PConc,Typical,Typical,No,Unf,7,Unf,0,384,384,GasA,Excellent,Y,SBrkr,0,1430,0,0,1,1,Typical,Typ,1,Typical,BuiltIn,Fin,2,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,Shed,0,6,2009,WD ,Normal,168000,-93.640879,42.058668,12.031725210748633
Residential_Low_Density,82,9430,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Very_Good,Average,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673,Good,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,89,1252,GasA,Excellent,Y,SBrkr,0,2365,1,0,1,1,Good,Typ,1,Good,Attchd,RFn,3,Typical,Typical,Paved,0,128,0,0,180,0,No_Pool,No_Fence,Shed,0,7,2009,WD ,Normal,337000,-93.65429,42.053749,12.727841176689147
Residential_Low_Density,174,15138,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Very_Good,Average,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,506,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,773,1462,GasA,Excellent,Y,SBrkr,0,2794,1,0,1,1,Excellent,Typ,1,Typical,Attchd,Fin,3,Typical,Typical,Paved,0,146,202,0,0,0,No_Pool,No_Fence,Shed,0,7,2009,WD ,Normal,403000,-93.657163,42.053911,12.90669432231532
Residential_Low_Density,106,12720,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,150,Good,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,282,1455,GasA,Excellent,Y,SBrkr,0,2687,1,0,1,1,Good,Typ,2,Typical,BuiltIn,RFn,3,Typical,Typical,Paved,252,30,0,0,0,0,No_Pool,No_Fence,Shed,0,9,2009,WD ,Normal,327000,-93.650957,42.055626,12.69771850797869
Residential_Low_Density,0,16545,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Very_Good,Average,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,731,Good,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,503,1284,GasA,Excellent,Y,SBrkr,0,2450,1,0,1,1,Good,Typ,1,Typical,Attchd,Fin,3,Typical,Typical,Paved,0,126,0,0,0,0,No_Pool,No_Fence,Shed,0,5,2009,WD ,Normal,340000,-93.652608,42.053441,12.73670383776449
Residential_Low_Density,98,12203,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Very_Good,Average,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,975,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,371,1225,GasA,Excellent,Y,SBrkr,0,2612,1,0,1,1,Good,Typ,1,Typical,Attchd,Fin,3,Typical,Typical,Paved,250,0,0,0,0,0,No_Pool,No_Fence,Shed,0,7,2009,WD ,Normal,336000,-93.65238,42.053041,12.724869415131389
Residential_Low_Density,79,10208,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Good,Average,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,921,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1264,1264,GasA,Excellent,Y,SBrkr,0,2344,0,0,1,1,Good,Typ,1,Typical,Attchd,RFn,3,Typical,Typical,Paved,220,0,0,0,0,0,No_Pool,No_Fence,Shed,0,7,2009,WD ,Normal,265000,-93.655555,42.052668,12.487488878546145
Residential_Low_Density,0,10750,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northridge,Norm,Norm,OneFam,One_Story,Very_Good,Average,1994,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,634,Good,Typical,PConc,Good,Typical,Av,BLQ,2,GLQ,1526,262,2024,GasA,Excellent,Y,SBrkr,0,2063,1,0,0,1,Good,Typ,2,Good,Attchd,Fin,3,Typical,Typical,Paved,182,56,0,0,0,0,No_Pool,No_Fence,Shed,0,6,2009,WD ,Normal,315000,-93.655988,42.050411,12.660331092405906
Residential_Low_Density,90,9900,Pave,No_Alley_Access,Regular,Low,AllPub,Inside,Mod,Northridge,Norm,Norm,OneFam,Two_Story,Good,Average,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,360,1347,GasA,Excellent,Y,SBrkr,0,2646,1,0,1,1,Good,Typ,1,Typical,Attchd,RFn,3,Typical,Typical,Paved,340,60,144,0,0,0,No_Pool,No_Fence,Shed,0,4,2009,WD ,Normal,260000,-93.654048,42.049701,12.468440756144114
Residential_Low_Density,79,9085,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Good,Average,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,286,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,254,1070,GasA,Excellent,Y,SBrkr,0,2061,1,0,1,1,Good,Typ,1,Typical,Attchd,Fin,2,Typical,Typical,Paved,296,102,209,0,0,0,No_Pool,No_Fence,Shed,0,11,2009,WD ,Normal,260000,-93.651503,42.05161,12.468440756144114
Residential_Low_Density,0,11692,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Very_Good,Average,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,372,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,549,1173,GasA,Excellent,Y,SBrkr,0,2232,1,0,1,1,Good,Typ,1,Typical,Attchd,RFn,2,Typical,Typical,Paved,173,165,0,0,0,0,No_Pool,No_Fence,Shed,0,10,2009,WD ,Normal,263550,-93.652117,42.050215,12.482002176622577
Residential_Low_Density,52,46589,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,CulDSac,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Very_Good,Good,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,528,Good,Typical,PConc,Good,Good,No,GLQ,3,Rec,180,88,1629,GasA,Excellent,Y,SBrkr,0,2448,1,0,1,1,Good,Typ,1,Typical,Attchd,RFn,3,Typical,Typical,Paved,517,76,0,0,0,0,No_Pool,No_Fence,Shed,0,7,2009,WD ,Normal,402000,-93.650529,42.049921,12.904209855160254
Residential_Low_Density,0,29959,Pave,No_Alley_Access,Moderately_Irregular,Lvl,AllPub,FR2,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Good,Above_Average,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,378,973,GasA,Excellent,Y,SBrkr,0,1850,0,0,1,1,Good,Typ,1,Good,BuiltIn,Fin,2,Typical,Typical,Paved,168,98,0,0,0,0,No_Pool,No_Fence,Shed,0,1,2009,WD ,Normal,248000,-93.650822,42.050971,12.421188057397055
Residential_Low_Density,74,9612,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Feedr,Norm,OneFam,One_Story,Very_Good,Average,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1468,1468,GasA,Excellent,Y,SBrkr,0,1468,0,0,0,1,Good,Typ,1,Good,Attchd,Fin,3,Typical,Typical,Paved,210,150,0,0,0,0,No_Pool,No_Fence,Shed,0,12,2009,New,Partial,244600,-93.644121,42.054282,12.407383590534293
Residential_Low_Density,86,11194,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,PosN,Norm,OneFam,One_Story,Very_Good,Average,2008,Gable,CompShg,VinylSd,VinylSd,Stone,240,Good,Typical,PConc,Good,Typical,Mn,Unf,7,Unf,0,1696,1696,GasA,Excellent,Y,SBrkr,0,1696,0,0,0,1,Good,Typ,0,No_Fireplace,Attchd,RFn,3,Typical,Typical,Paved,120,56,0,0,0,0,No_Pool,No_Fence,Shed,0,9,2009,WD ,Normal,275000,-93.64247,42.055036,12.524530013005734
Residential_Low_Density,78,10206,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,PosN,Norm,OneFam,One_Story,Very_Good,Average,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1614,1614,GasA,Excellent,Y,SBrkr,0,1658,0,0,1,1,Good,Typ,1,Good,Attchd,Fin,3,Typical,Typical,Paved,144,44,0,0,0,0,No_Pool,No_Fence,Shed,0,9,2009,WD ,Normal,257500,-93.642553,42.054302,12.458778882573533
Residential_Low_Density,78,9262,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Very_Good,Average,2008,Gable,CompShg,CemntBd,CmentBd,Stone,194,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1573,1573,GasA,Excellent,Y,SBrkr,0,1578,0,0,0,1,Excellent,Typ,1,Good,Attchd,Fin,3,Typical,Typical,Paved,0,36,0,0,0,0,No_Pool,No_Fence,Shed,0,5,2009,New,Partial,287090,-93.643944,42.054152,12.567554517655415
Residential_Low_Density,85,10130,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Very_Good,Average,2007,Gable,CompShg,VinylSd,VinylSd,Stone,260,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,408,1702,GasA,Excellent,Y,SBrkr,0,1702,1,0,0,1,Good,Typ,1,Good,Attchd,RFn,3,Typical,Typical,Paved,0,69,0,0,0,0,No_Pool,No_Fence,Shed,0,3,2009,WD ,Normal,275500,-93.642579,42.054151,12.526346537332584
Residential_Low_Density,76,9139,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206,Good,Typical,PConc,Excellent,Typical,Av,GLQ,3,Unf,0,1043,1422,GasA,Excellent,Y,SBrkr,0,1432,0,0,0,1,Good,Typ,1,Good,Attchd,Fin,2,Typical,Typical,Paved,297,50,0,0,0,0,No_Pool,No_Fence,Shed,0,9,2009,WD ,Normal,245000,-93.64236,42.053212,12.409017571151187
Residential_Low_Density,75,9675,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,Two_Story,Good,Average,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Good,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,772,1113,GasA,Excellent,Y,SBrkr,0,1971,0,0,1,1,Good,Typ,1,Good,Attchd,RFn,2,Typical,Typical,Paved,0,48,0,0,0,0,No_Pool,No_Fence,Shed,0,2,2009,WD ,Normal,253000,-93.641251,42.053258,12.441148720271016
Residential_Low_Density,85,11128,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Somerset,PosN,PosN,OneFam,One_Story,Excellent,Average,2005,Hip,CompShg,VinylSd,VinylSd,Stone,198,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,300,2458,GasA,Excellent,Y,SBrkr,0,2490,1,0,0,1,Excellent,Typ,2,Good,Attchd,Fin,3,Typical,Typical,Paved,70,226,0,0,0,0,No_Pool,Good_Privacy,Shed,0,10,2009,WD ,Normal,468000,-93.641296,42.053108,13.056225711649638
Floating_Village_Residential,72,8640,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,Two_Story,Good,Average,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Typical,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,78,900,GasA,Excellent,Y,SBrkr,0,1852,1,0,1,1,Good,Typ,1,Typical,Attchd,RFn,2,Typical,Typical,Paved,168,108,0,0,0,0,No_Pool,No_Fence,Shed,0,7,2009,New,Partial,252678,-93.650321,42.051804,12.439875187430008
Floating_Village_Residential,75,9000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,768,768,GasA,Excellent,Y,SBrkr,0,1590,0,0,1,1,Good,Typ,0,No_Fireplace,Attchd,RFn,2,Typical,Typical,Paved,0,30,0,0,0,0,No_Pool,No_Fence,Shed,0,6,2009,WD ,Normal,210000,-93.6504,42.051797,12.25486757159303
Floating_Village_Residential,75,7862,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Above_Average,Average,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,1191,1218,GasA,Excellent,Y,SBrkr,0,1218,0,0,0,1,Good,Typ,0,No_Fireplace,Attchd,Fin,2,Typical,Typical,Paved,0,102,0,0,0,0,No_Pool,No_Fence,Shed,0,9,2009,New,Partial,208300,-93.65044,42.051793,12.246739428005663
Floating_Village_Residential,90,7993,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Good,Average,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Good,Typical,PConc,Excellent,Typical,No,Unf,7,Unf,0,1436,1436,GasA,Excellent,Y,SBrkr,0,1436,0,0,0,1,Good,Typ,0,No_Fireplace,Attchd,Fin,2,Typical,Typical,Paved,0,121,0,0,0,0,No_Pool,No_Fence,Shed,0,10,2009,New,Partial,225000,-93.650417,42.051645,12.323860125621126
Floating_Village_Residential,72,8640,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Very_Good,Average,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72,Good,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,364,1300,GasA,Excellent,Y,SBrkr,0,1314,1,0,0,1,Good,Typ,0,No_Fireplace,Attchd,RFn,2,Typical,Typical,Paved,135,112,0,0,0,0,No_Pool,No_Fence,Shed,0,9,2009,New,Partial,229456,-93.650377,42.051648,12.343470927093518
Floating_Village_Residential,72,8640,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Good,Average,2008,Hip,CompShg,VinylSd,VinylSd,BrkFace,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1402,1402,GasA,Excellent,Y,SBrkr,0,1402,0,0,0,1,Good,Typ,0,No_Fireplace,Attchd,RFn,2,Typical,Typical,Paved,205,126,0,0,0,0,No_Pool,No_Fence,Shed,0,5,2009,WD ,Normal,229800,-93.650338,42.051652,12.34496899599742
Floating_Village_Residential,112,12606,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Excellent,Average,2007,Gable,CompShg,VinylSd,VinylSd,Stone,120,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,1530,1530,GasA,Excellent,Y,SBrkr,0,1530,0,0,0,1,Good,Typ,1,Good,Attchd,RFn,3,Typical,Typical,Paved,212,136,0,0,0,0,No_Pool,No_Fence,Shed,0,5,2009,WD ,Normal,250000,-93.648275,42.050406,12.429220196836383
Floating_Village_Residential,85,9187,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Excellent,Average,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162,Excellent,Typical,PConc,Excellent,Typical,Mn,GLQ,3,Unf,0,645,1766,GasA,Excellent,Y,SBrkr,0,1766,1,0,1,1,Excellent,Typ,1,Good,Attchd,Fin,3,Typical,Typical,Paved,195,130,0,0,0,0,No_Pool,No_Fence,Shed,0,10,2009,New,Partial,370878,-93.648809,42.051717,12.823631142839984
Floating_Village_Residential,75,7500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,One_Story,Very_Good,Average,2006,Gable,CompShg,VinylSd,VinylSd,Stone,238,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,1348,1372,GasA,Excellent,Y,SBrkr,0,1448,0,0,0,1,Good,Typ,1,Good,Attchd,RFn,2,Typical,Typical,Paved,0,140,0,0,0,0,No_Pool,No_Fence,Shed,0,6,2009,WD ,Normal,238500,-93.648778,42.051795,12.38212878217386
